다마, 57, 168
라타, 68, 160
자차, 74, 170
라다, 49, 148
차하, 42, 198
마타, 87, 197
타하, 88, 189
자타, 92, 174
차차, 94, 169
아라, 94, 176
파자, 61, 150
파가, 67, 159
자라, 59, 187
사사, 45, 181
가나, 84, 187
라가, 92, 167
타마, 42, 146
마바, 73, 144
사바, 92, 198
나차, 40, 177
자사, 52, 152
자파, 64, 145
아라, 83, 193
바가, 55, 198
가마, 51, 154
나나, 81, 146
마하, 69, 189
라파, 71, 166
마파, 87, 146
가바, 50, 166
차마, 88, 198
가하, 51, 182
다사, 84, 169
라마, 47, 151
다라, 82, 155
라자, 88, 159
다바, 69, 154
아파, 73, 161
다바, 42, 152
마마, 63, 189
타아, 46, 146
사파, 83, 157
파차, 69, 187
차나, 89, 171
파나, 81, 181
마다, 83, 186
라자, 88, 143
하하, 59, 141
자가, 74, 145
라사, 95, 143
아다, 94, 183
나아, 82, 144
가마, 48, 146
차나, 58, 179
자가, 74, 168
사아, 50, 170
나바, 44, 150
사마, 96, 155
라파, 77, 200
사나, 53, 183
다파, 60, 174
타하, 95, 194
차가, 83, 145
마라, 79, 162
라가, 67, 175
타타, 57, 156
하바, 90, 180
아아, 51, 175
차가, 94, 162
하라, 45, 164
나마, 40, 185
타하, 63, 153
다나, 42, 200
다타, 52, 144
차라, 90, 145
자라, 55, 145
타사, 99, 161
타자, 81, 165
라타, 55, 144
가카, 73, 178
파나, 99, 166
타다, 51, 165
마바, 89, 162
아타, 95, 166
파하, 41, 180
파마, 75, 172
하가, 43, 140
나바, 69, 197
카마, 98, 150
하다, 75, 200
파자, 79, 181
차다, 42, 166
아다, 64, 149
아자, 74, 183
나카, 43, 164
차카, 68, 176
차파, 62, 182
라카, 79, 158
바사, 54, 158
사카, 47, 147
하차, 72, 181
라사, 88, 197
카타, 70, 149
다라, 75, 197
카라, 75, 182
라나, 74, 196
마사, 65, 184
마마, 56, 179
라파, 89, 182
가라, 78, 151
나파, 65, 157
아파, 85, 186
라파, 73, 154
사나, 81, 180
바바, 72, 197
차가, 82, 183
사사, 63, 153
차차, 77, 188
하마, 83, 145
타차, 70, 182
파사, 40, 149
바다, 50, 159
아라, 49, 195
카차, 69, 150
나바, 72, 159
라나, 59, 183
타나, 58, 182
라하, 80, 166
라하, 80, 162
파타, 80, 200
사가, 44, 140
타가, 69, 150
가타, 58, 173
라가, 92, 164
하타, 74, 162
라카, 78, 188
라마, 60, 175
아나, 82, 159
자바, 66, 188
다자, 68, 142
사마, 67, 164
차바, 91, 172
가카, 51, 146
자하, 53, 153
파마, 90, 182
바다, 86, 196
가라, 43, 162
아사, 53, 187
마사, 45, 144
바하, 90, 169
카마, 74, 175
아바, 52, 145
타가, 99, 198
차나, 48, 144
나아, 78, 146
아아, 60, 197
사하, 91, 144
하바, 85, 181
마나, 48, 154
타파, 67, 177
카아, 92, 196
파마, 42, 171
타사, 40, 146
차사, 76, 197
마바, 54, 154
다타, 67, 144
가파, 64, 146
파아, 49, 196
다아, 91, 165
카카, 42, 145
하바, 61, 146
바자, 90, 193
아나, 49, 167
바사, 53, 160
아라, 67, 187
마마, 68, 184
가차, 49, 147
아나, 71, 140
타하, 98, 155
사타, 72, 156
하사, 82, 194
타라, 53, 147
가나, 80, 157
라가, 99, 168
가차, 93, 161
다파, 71, 179
다자, 59, 178
카나, 50, 192
차파, 84, 154
마아, 47, 166
차카, 55, 164
바가, 51, 151
사아, 78, 147
아자, 78, 182
가차, 76, 191
마카, 69, 193
차카, 49, 182
마아, 58, 163
다다, 64, 148
마자, 72, 176
파카, 53, 185
바차, 40, 174
마다, 98, 182
자가, 58, 141
다자, 75, 178
라차, 87, 184
하다, 82, 142
아바, 77, 161
타나, 70, 168
차다, 60, 165
차카, 40, 173
바가, 45, 194
자라, 62, 183
라바, 78, 171
아차, 99, 172
바카, 79, 170
마사, 71, 178
다자, 93, 178
마가, 77, 199
나마, 76, 160
사가, 43, 180
마라, 54, 160
가가, 57, 151
바아, 62, 157
사마, 68, 183
라타, 94, 148
자카, 85, 175
아아, 85, 142
가다, 43, 195
하아, 91, 145
파사, 87, 190
카타, 44, 159
가사, 60, 197
자바, 51, 164
자라, 73, 160
하나, 74, 140
차나, 78, 179
나바, 44, 141
하마, 97, 158
하나, 90, 153
자다, 59, 170
다라, 84, 174
파바, 91, 159
파아, 78, 180
파가, 65, 167
사나, 54, 146
하다, 51, 142
가카, 78, 190
라바, 94, 153
아라, 93, 140
타파, 66, 189
마파, 55, 157
가아, 49, 140
파자, 44, 198
사바, 51, 146
바가, 68, 142
자파, 41, 190
나카, 90, 179
마하, 88, 184
가마, 96, 193
타나, 66, 183
타바, 52, 167
차아, 52, 166
아다, 79, 172
카사, 63, 175
가하, 55, 180
타다, 46, 183
자자, 79, 157
자나, 60, 177
파라, 89, 185
바사, 44, 170
하카, 83, 142
마라, 76, 158
사다, 73, 160
타라, 45, 190
다차, 60, 170
가하, 92, 171
타나, 92, 162
차마, 56, 194
파카, 84, 155
하차, 84, 194
라파, 76, 159
타카, 48, 148
아마, 70, 154
마가, 76, 165
가나, 69, 181
사타, 91, 183
마자, 74, 158
하다, 75, 185
마파, 82, 199
자사, 90, 199
하하, 93, 190
바마, 77, 178
차나, 90, 154
가사, 57, 188
다나, 48, 190
차나, 43, 153
아파, 84, 180
사가, 71, 188
라아, 93, 170
가가, 61, 166
마하, 67, 164
가카, 85, 168
타파, 81, 169
차사, 47, 194
마하, 46, 184
파나, 90, 147
바나, 87, 159
하가, 69, 162
타나, 72, 152
자아, 63, 196
하가, 64, 167
하사, 85, 200
차마, 44, 143
라하, 74, 198
라타, 53, 146
라카, 88, 178
사하, 49, 193
사아, 43, 179
나하, 94, 145
자바, 76, 146
다다, 60, 158
자가, 71, 158
가카, 86, 188
타나, 87, 168
나하, 94, 145
차사, 96, 175
카파, 89, 155
다아, 98, 162
바가, 56, 192
자카, 98, 182
다라, 41, 145
타카, 80, 158
가타, 79, 164
카카, 59, 150
나라, 90, 175
카바, 67, 156
카타, 49, 179
라바, 93, 188
다다, 91, 141
아타, 47, 153
타사, 53, 195
자다, 41, 175
가차, 94, 156
라차, 80, 200
가다, 62, 177
사다, 81, 187
사하, 82, 184
카파, 77, 174
카가, 70, 175
나가, 53, 142
자자, 79, 153
바사, 60, 145
나나, 73, 183
타카, 45, 150
다라, 93, 188
아바, 54, 193
라아, 74, 195
타나, 65, 168
라타, 42, 190
바타, 97, 163
나마, 74, 161
자차, 62, 162
하아, 76, 197
다라, 49, 170
하타, 57, 158
자마, 58, 197
자자, 46, 199
사라, 71, 144
다하, 70, 162
차하, 45, 199
아카, 48, 174
차파, 66, 178
사다, 62, 167
바바, 44, 161
파바, 93, 157
하라, 65, 163
바라, 55, 186
파자, 44, 150
사하, 43, 191
가파, 78, 194
하자, 73, 180
차아, 92, 148
아차, 92, 194
자나, 59, 140
가하, 51, 173
사파, 40, 180
아타, 53, 200
카라, 46, 148
라파, 43, 178
라다, 68, 142
바타, 80, 177
차사, 60, 170
차바, 42, 140
바다, 59, 159
라자, 82, 146
타나, 71, 150
차카, 90, 155
사나, 60, 155
하나, 59, 147
아카, 51, 157
사차, 97, 143
나마, 46, 155
자파, 80, 143
나하, 79, 187
자바, 42, 190
다아, 63, 198
아다, 47, 183
나카, 52, 188
차다, 85, 195
타라, 93, 189
카가, 99, 179
사다, 58, 196
라아, 88, 200
나하, 81, 178
가라, 42, 178
나하, 67, 182
아다, 89, 151
다마, 59, 142
다다, 95, 155
타바, 79, 182
파다, 89, 162
가타, 70, 174
가나, 75, 145
가아, 45, 194
나마, 66, 192
자타, 45, 155
차사, 47, 163
마라, 53, 196
자나, 93, 164
자나, 87, 140
나차, 71, 189
사자, 55, 200
카바, 85, 152
다사, 94, 153
가차, 53, 154
다카, 70, 177
아라, 81, 196
차나, 90, 190
파자, 59, 182
차사, 56, 174
바다, 67, 186
하다, 72, 177
다자, 54, 150
아자, 60, 161
카다, 70, 164
나자, 82, 172
차바, 95, 188
라타, 79, 196
나나, 82, 167
카카, 64, 191
마타, 80, 144
자라, 60, 181
카파, 77, 150
다나, 53, 163
아마, 41, 170
가자, 91, 163
가아, 79, 147
타차, 42, 152
바자, 99, 154
아마, 88, 176
파자, 61, 142
타라, 97, 190
가아, 66, 192
가라, 57, 190
차카, 93, 175
마자, 55, 194
파아, 92, 165
카다, 97, 142
카바, 67, 175
라아, 56, 190
자라, 68, 165
파하, 51, 149
가가, 73, 192
사파, 76, 147
차아, 72, 180
카사, 74, 151
자사, 48, 157
다사, 90, 160
라바, 77, 184
다아, 57, 183
바타, 42, 187
라가, 53, 170
카라, 49, 179
하다, 64, 157
마타, 81, 188
파사, 80, 143
타파, 85, 179
차아, 40, 200
자다, 64, 163
아하, 84, 180
사마, 45, 145
라사, 95, 148
아카, 77, 151
하라, 55, 163
차사, 84, 198
하차, 92, 157
자하, 88, 159
차파, 61, 152
자파, 55, 147
타카, 96, 151
나카, 96, 189
나가, 97, 159
하라, 70, 190
자아, 57, 176
카사, 88, 160
차라, 74, 186
마하, 86, 160
타파, 67, 146
아바, 68, 149
가자, 62, 158
나자, 48, 186
가가, 44, 159
차라, 69, 186
가바, 97, 197
다하, 48, 200
타바, 88, 175
타라, 67, 141
카자, 42, 140
라바, 68, 150
라하, 56, 148
카나, 61, 199
타파, 97, 180
자라, 48, 168
마카, 66, 179
카카, 50, 180
아파, 40, 190
가바, 62, 181
바파, 57, 173
차가, 46, 146
하자, 52, 152
라나, 55, 191
나차, 53, 164
차카, 57, 161
타하, 68, 189
가카, 90, 168
하나, 50, 165
바타, 82, 160
나다, 77, 146
타타, 96, 140
가다, 64, 187
마바, 72, 162
나하, 43, 165
나마, 47, 166
자하, 41, 147
아자, 63, 155
바파, 42, 171
라사, 68, 181
나타, 73, 150
가파, 91, 149
나카, 64, 150
타사, 66, 176
가사, 58, 164
자타, 44, 188
파아, 77, 192
하나, 59, 179
파사, 79, 173
라카, 56, 175
파하, 41, 200
타카, 44, 199
바아, 82, 141
하사, 79, 156
자아, 64, 165
파카, 78, 200
카타, 81, 165
사타, 42, 148
라가, 87, 140
차하, 69, 157
카나, 51, 183
아나, 56, 188
자하, 50, 181
타자, 53, 158
차나, 71, 189
바바, 49, 191
가라, 64, 166
파타, 61, 191
가타, 68, 177
자다, 86, 190
마타, 91, 175
하차, 76, 190
하자, 54, 166
하사, 92, 167
타다, 69, 177
타자, 90, 200
나라, 76, 188
파바, 77, 180
사사, 69, 154
타나, 54, 171
자나, 66, 194
차차, 54, 174
차하, 89, 148
하아, 53, 173
파파, 57, 176
하차, 99, 191
하바, 81, 196
차사, 84, 182
마차, 88, 141
하사, 68, 148
파바, 55, 157
마하, 44, 164
사가, 97, 200
다아, 61, 195
다타, 92, 173
가타, 72, 179
파파, 94, 140
다파, 72, 145
라타, 49, 182
사자, 98, 173
마아, 81, 164
바차, 51, 151
다바, 88, 177
하차, 41, 180
차나, 71, 155
카차, 76, 191
다다, 85, 193
사차, 82, 154
파나, 94, 157
다아, 52, 166
타타, 40, 187
카하, 49, 161
가타, 61, 143
사파, 75, 144
마라, 52, 146
마하, 53, 184
나자, 79, 150
타나, 57, 142
차파, 86, 167
타사, 61, 177
하파, 57, 193
자다, 53, 161
자자, 43, 164
바마, 64, 173
마나, 99, 165
다사, 47, 150
차다, 88, 163
바나, 82, 171
마가, 71, 140
가다, 46, 141
라파, 93, 149
바가, 65, 161
자가, 57, 142
타자, 92, 163
파바, 78, 200
나가, 67, 166
사파, 50, 156
카카, 53, 194
사자, 63, 173
바파, 47, 150
라파, 44, 152
가자, 71, 161
라사, 40, 153
다다, 74, 186
차차, 49, 160
마가, 79, 174
타파, 44, 164
마차, 60, 174
라사, 76, 141
바사, 89, 184
라다, 94, 178
아자, 41, 179
가아, 71, 190
자가, 86, 155
자카, 66, 166
라아, 80, 163
바파, 65, 168
다마, 59, 192
